id;interactive;language;city;address;gps_lat;gps_lng;title;text;question;options;correct_index;reality;explanation;routes;persons;tags
QZ-011-RU;True;ru;spb;Стрелка Васильевского острова;59.94424;30.30544;Огонь Стрелки;Ростральные колонны на Стрелке — стражи Невы, что оживают в праздники.;Что вспыхивает на их вершинах, приветствуя торжества?;"Электрический свет луч нового;Газовое пламя жар прошлого;Фейерверк миг славы;Фонари тень ночи";1;fact;Газовое пламя зажигается на колоннах с 1957 года по особым дням.;RT-0013;;"традиции;город"
SD-0133-RU;False;ru;spb;Петропавловская крепость;59.95038;30.31662;Колыбель Петербурга;Петропавловская крепость, заложенная Петром I 27 мая 1703 года, — старейший камень города, с которого началась Северная столица. Её стены выросли на Заячьем острове, охраняя Неву от врагов. Здесь время шепчет о первых шагах империи. Встань у бастионов — и ощути, как бьётся её сердце.;;;;fact;Крепость — первый шаг к мечте Петра о великой России.;RT-0001;Пётр I;"история;архитектура"
QZ-012-RU;True;ru;spb;Петропавловская крепость;59.95038;30.31662;Рождение крепости;Петропавловская крепость — начало пути Петербурга.;В каком году Пётр I заложил эту твердыню на Заячьем острове?;"1699 преддверие мечты;1703 год судьбы;1714 время роста;1721 триумф мира";1;fact;27 мая 1703 года Пётр I начал строительство, дав жизнь городу.;RT-0001;Пётр I;"история;архитектура"
SD-0177-RU;False;ru;spb;Летний сад;59.94573;30.34363;Летний сад — мечта Петра;Летний сад, заложенный в 1704 году по воле Петра I, стал первым цветением европейского стиля в Петербурге — с фонтанами, статуями и строгими аллеями. Здесь журчала вода, а мраморные боги шептались с ветром, создавая царский рай. Это было любимое детище императора, его окно в Европу. Пройдись меж деревьев — и услышишь эхо тех первых струй.;;;;fact;Сад вдохновлён Версалем и стал прообразом парков России.;RT-0016;Пётр I;"сад;архитектура"
QZ-013-RU;True;ru;spb;Летний сад;59.94573;30.34363;Чей сад?;Летний сад — зелёное сердце Петербурга, рождённое царской волей.;Кто вдохнул жизнь в этот сад, выбрав его место и стиль?;"Александр I царь мира;Пётр I строитель империи;Анна Иоанновна тень двора;Елизавета Петровна дочь роскоши";1;fact;Пётр I заложил сад в 1704 году, мечтая о европейском величии.;RT-0016;Пётр I;"история;ландшафт"
SD-0185-RU;False;ru;spb;Аничков мост;59.93312;30.34745;Кони Клодта — душа моста;Скульптуры укротителей коней, рождённые гением Петра Клодта в середине XIX века, сделали Аничков мост визитной карточкой Петербурга. Их бронза дышит движением, а взгляд пронзает Фонтанку, охраняя её воды. Эти кони странствовали — от Берлина до Неаполя — но вернулись домой. Встань у перил — и почувствуй их неукротимую силу.;;;;fact;Скульптуры отлиты в 1841 году и стали шедевром Клодта.;RT-0006;Пётр Клодт;"архитектура;город"
QZ-014-RU;True;ru;spb;Аничков мост;59.93312;30.34745;Мастер коней;Бронзовые кони Аничкова моста — символ Петербурга.;Чья рука укротила этих скакунов, высекая их в вечности?;"Клодт;Растрелли;Шервуд;Фальконе";0;fact;Пётр Клодт создал эти шедевры в 1841 году.;RT-0006;Пётр Клодт;"архитектура;искусство"
SD-0186-RU;False;ru;spb;Биржевая площадь;59.94474;30.30484;Стрелка — разлом Невы;На Стрелке Васильевского острова, меж двух Ростральных колонн, Нева делит свои воды на Большую и Малую, шепча о морской славе России. Колонны, как стражи, возвышаются над площадью, а их огонь оживает в праздники. Здесь город и река сливаются в вечном союзе. Подойди к краю — и вдохни дыхание вод.;;;;fact;Колонны зажигаются газовым пламенем с 1957 года.;RT-0014;Тома де Томон;"архитектура;город;нева"
QZ-015-RU;True;ru;spb;Биржевая площадь;59.94474;30.30484;Раздел Невы;На Биржевой площади река раскрывает свои пути.;Где Нева делится на два рукава, рождая сердце города?;"Исаакиевская площад;Дворцовая площадь;Стрелка Васильевского острова;Московский вокзал";2;fact;Стрелка — точка, где Нева расходится на Большую и Малую.;RT-0014;;"река;город;история"
SD-0187-RU;False;ru;spb;Сенатская площадь;59.93319;30.30235;Декабристы — пламя на площади;14 декабря 1825 года Сенатская площадь стала ареной восстания декабристов — первого крика против цепей самодержавия. Их шаги гремели под Медным всадником, а голоса рвали морозный воздух. Площадь хранит память о той дерзкой искре свободы. Шагни сюда — и услышишь эхо их надежд.;;;;fact;Восстание стало предтечей будущих революций.;RT-0015;Павел Пестель;"история;революция"
QZ-016-RU;True;ru;spb;Санкт-Петербург, Сенатская площадь;59.93319;30.30235;День декабристов;Сенатская площадь помнит восстание, что потрясло империю.;Когда декабристы подняли свой голос против трона?;"1812;1825;1861;1905";1;fact;14 декабря 1825 года — день присяги Николаю I и бунта.;RT-0015;Павел Пестель;"история;революция"
SD-0188-RU;False;ru;spb;Аничков мост;59.93325;30.33822;Аничков — мост укротителей;Аничков мост, возведённый в 1841 году над Фонтанкой, украшен бронзовыми укротителями коней работы Петра Клодта. Его арки шепчут о прошлом, а скульптуры смотрят на реку, как вечные стражи. Здесь город и искусство слились в гармонии. Пройдись по нему — и ощути, как кони рвутся к небу.;;;;fact;Мост перестроили в камне, чтобы выдержать парады.;RT-0006;Пётр Клодт;"архитектура;мост;скульптура"
QZ-017-RU;True;ru;spb;Аничков мост;59.93325;30.33822;Гений Аничкова;Скульптуры укротителей коней сделали Аничков мост легендой.;Кто выковал этих коней, что охраняют Фонтанку?;"Растрелли;Клодт;Монферран;Трезини";1;fact;Пётр Клодт завершил четыре группы укротителей в 1841 году.;RT-0006;Пётр Клодт;"архитектура;скульптура"
SD-0189-RU;False;ru;spb;Площадь Стачек;59.89447;30.26409;Площадь Стачек — гул протестов;Площадь Стачек в начале XX века стала ареной рабочих бурь, где шаги демонстрантов гремели, как гром перед революцией. Здесь рождались колонны, что несли свой гнев к центру города, оставляя след в камнях и истории. Это место — живое эхо борьбы за перемены. Встань тут — и услышишь отголоски тех яростных дней.;;;;fact;Площадь связана с событиями Кровавого воскресенья 1905 года.;RT-0016;;"революция;история;площадь"
QZ-018-RU;True;ru;spb;Площадь Стачек;59.89447;30.26409;Эхо рабочих;Рабочие протесты начала XX века оставили след в истории города.;Какая площадь стала колыбелью революционного гнева рабочих?;"Сенатская площадь;Площадь Стачек;Московская площадь;Троицкая площадь";1;fact;Площадь Стачек — сердце рабочих движений и предвестник революций.;RT-0016;;"революция;история"
SD-0064-RU;False;ru;spb;Малая Морская улица;59.93338;30.30773;Малая Морская — дыхание верфей;В XVIII веке Малая Морская родилась в тени Адмиралтейской слободы, где скрипели верфи Петра I. Среди смолы и соли ремесленники ковали флот, их молотки звенели в такт волнам. Пожар 1736 года спалил хижины, и улица облеклась в камень, став крепкой, как корабль. Шагни вдоль — и вдохни эхо тех трудовых дней.;;;;fact;Каменная застройка сделала её одной из первых прочных улиц города.;RT-0020;Пётр I;"история;архитектура;море"
SD-0065-RU;False;ru;spb;Малая Морская улица, 13;59.93305;30.30845;Глинка — ноты Малой Морской;В 1830-х годах в доме №13 на Малой Морской Михаил Глинка творил «Жизнь за царя», и стены звенели его мелодиями. Под светом свечей рождалась душа русской оперы, а гости — поэты и певцы — вплетали вдохновение в воздух. Петербург за окном пел вместе с ним. Загляни сюда — и услышишь отголоски тех волшебных аккордов.;;;;fact;Глинка заложил основы национальной музыки в этих стенах.;RT-0020;Михаил Глинка;"музыка;культура"
SD-0066-RU;False;ru;spb;Малая Морская улица, 9;59.93293;30.30888;Тень Достоевского в сумраке;В полумраке у дома №9 на Малой Морской, говорят, бродит призрак Достоевского, чьи шаги звучат, как строки его тревожных снов. Он хаживал сюда к другу, впитывая угрюмый дух улиц в свои романы. Старожилы клянутся, что видели его силуэт в плаще. Вглядись в тени — не шепнёт ли он тебе сюжет?;;;;legend;Район питал мрачные образы писателя.;RT-0020;Фёдор Достоевский;"мистика;литература"
SD-0067-RU;False;ru;spb;Вознесенский проспект;59.93132;30.30948;Вознесенский — луч Еропкина;Из пепла пожаров 1736–1737 годов Вознесенский проспект вырос по замыслу Петра Еропкина, пронзив Петербург от Адмиралтейства к Фонтанке. Это не просто улица, а штрих великой перспективы, где камни дышат гениальным планом. Ветер несёт сюда запах смолы и мечты о славе. Пройдись вдоль — и ощути, как город раскрывается.;;;;fact;Проспект — часть трёхлучевого плана города.;RT-0021;Пётр Еропкин;"история;архитектура"
SD-0068-RU;False;ru;spb;Вознесенский проспект;59.93099;30.30989;Вознесенский — имя сквозь годы;С 1923 по 1991 год Вознесенский проспект звался Майорова — в память о комиссаре Гражданской войны, но в 1991-м старое имя вернулось, как птица, сбросившая цепи. Улица пережила эти смены, храня шёпот эпох в своих камнях. Пройдись тут — и спроси себя, какое имя ей к лицу.;;;;fact;Майоров погиб в 1919 году, но Вознесенский пережил время.;RT-0021;;"топонимика;история"
SD-0163-RU;False;ru;spb;Вознесенский проспект;59.92800;30.30890;Эхо Вознесенской церкви;Вознесенский проспект назван в честь церкви, что в 1755 году вознесла купола над грязью Петербурга. Храм исчез, но старожилы шепчут, что его колокола звенят в воздухе перед дождём. Улица хранит этот мистический отзвук в своих камнях. Остановись тут в пасмурный день — не услышишь ли ты их звон?;;;;legend;Церковь дала имя проспекту, но не пережила веков.;RT-0021;;"архитектура;мистика"
SD-0164-RU;False;ru;spb;Вознесенский проспект, 8;59.92760;30.30820;Пушкин в доме №8;С 1828 по 1837 годы в доме №8 на Вознесенском жил Пушкин, где строки «Онегина» рождались под шум Петербурга. Здесь, в крепости тишины, он писал письма и спорил с друзьями, а город за окном плёл ритмы его стихов. Загляни сюда — и вдохни воздух, что питал его гений.;;;;fact;Пушкин называл этот дом своим укрытием от суеты.;RT-0021;Александр Пушкин;"литература;жилище"
SD-0172-RU;False;ru;spb;Вознесенский проспект, 39;59.92650;30.30850;«Бродячая собака» — пламя Серебряного века;В новогоднюю ночь 1911 года в подвале дома Жако на Вознесенском, 39, зажглась «Бродячая собака» — кабаре, где пылал дух Серебряного века. Ахматова роняла слёзы в стихи, Маяковский гремел строками, Есенин чертил углём свои видения. Здесь воздух был густым от слов и страстей, а стены стали эхом поколения. Спустись в этот уголок — и услышишь их голоса.;;;;fact;Клуб открылся 31 декабря 1911 года и стал меккой поэтов.;RT-0021;Анна Ахматова;культура
SD-0166-RU;False;ru;spb;Площадь Стачек, 4;59.88834;30.25405;Проспект Стачек — память труда;Проспект Стачек назван в честь рабочих, что в XIX–XX веках поднимали голоса в стачках, сотрясая мостовые Петербурга. Их шаги и крики выковали эту улицу, ставшую символом борьбы за права. Камни тут дышат их непреклонностью. Пройдись вдоль — и вдохни дух тех, кто строил будущее.;;;;fact;Название закрепилось в 1920-х как дань рабочим Нарвской заставы.;RT-0050;;"революция;труд"
SD-0168-RU;False;ru;spb;Проспект Стачек, 37;59.88691;30.25166;Дом Гордзялковских — гимн рабочим;На фасаде дома Гордзялковских застыли барельефы рабочих — суровые, как сталь, они славят труд и стойкость Нарвской заставы. Это здание, рождённое в 1930-х, — яркий осколок конструктивизма, где каждый штрих дышит эпохой. Камень тут говорит о силе рук. Вглядись в лики — и услышишь их молчаливый рассказ.;;;;fact;Дом построен в 1936 году как памятник рабочему классу.;RT-0050;;"архитектура;революция"
SD-0090-RU;False;ru;spb;Площадь Стачек;59.88866;30.25379;[E] Кровавое воскресенье — рана площади;9 января 1905 года площадь Стачек обагрилась кровью — здесь расстреляли мирную демонстрацию рабочих, шагавших к царю с мольбами. Выстрелы стали прологом революции, а камни запомнили крики и слёзы. Это место — скорбный свидетель истории. Остановись тут — и почувствуй тяжесть того дня.;;;;fact;Событие ускорило революцию 1905–1907 годов.;RT-0050;Николай II;"революция;история"
SD-0064-RU;False;ru;moscow;Красная площадь;55.75393;37.62079;Загадка Красной — красота веков;«Красная» площадь не о цвете — её имя от старославянского «красивый», что когда-то звенело у собора Василия Блаженного. Камни тут шепчут о древней эстетике, а не о политике, храня тайну былой Москвы. Здесь время сливается с вечностью. Пройдись вдоль — и вдохни её скрытую прелесть.;;;;fact;Название закрепилось в XVII веке, отражая красоту места.;RT-0100;;"топонимика;история"
SD-0065-RU;False;ru;moscow;Большая Никитская улица, 1;55.75621;37.60932;Дом Герцена — колыбель свободы;На Большой Никитской, 1, родился Александр Герцен — вольнодумец, чьи слова зажгли искры революции. В этих стенах юный писатель впитал дух бунта, что позже потряс Россию. Дом стал началом его пути к свободомыслию. Загляни сюда — и услышишь шёпот тех дерзких мыслей.;;;;fact;Герцен родился здесь в 1812 году, став голосом поколения.;RT-0101;Александр Герцен;"литература;революция"
SD-0066-RU;False;ru;moscow;Театральная площадь;55.76022;37.61888;Большой — эхо имперской сцены;Большой театр, вознёсшийся в 1825 году по замыслу Осипа Бове, стал жемчужиной имперского искусства. Его стены горели и вставали из пепла, каждый раз краше, храня арии и овации веков. Здесь сцена дышит величием Москвы. Встань у колонн — и вдохни его вечный гул.;;;;fact;Театр открылся 6 января 1825 года и пережил три пожара.;RT-0102;Осип Бове;"архитектура;культура"
SD-0067-RU;False;ru;spb;Невский проспект, 28;59.93106;30.34688;Пассаж — ритм модного века;Пассаж на Невском, 28, в XIX веке стал сердцем светской жизни — бутики, рестораны и залы гудели шорохом платьев и звоном бокалов. Это был прообраз торговых галерей, где Петербург блистал роскошью. Камни тут помнят шаги модников прошлого. Шагни внутрь — и ощути дыхание той эпохи.;;;;fact;Пассаж открылся в 1848 году как центр городской моды.;RT-0008;;"архитектура;городская жизнь"
SD-0068-RU;False;ru;spb;Английская набережная, 68;59.93357;30.29293;Мрамор Демидова;Особняк на Английской набережной, 68, был домом Павла Демидова, промышленника с Урала. Легенда гласит, что его кабинет, облицованный уральским мрамором, скрывает тайный сейф, до сих пор не найденный. Камни тут шепчут о богатстве и загадках. Загляни сюда — вдруг услышишь скрип его секрета.;;;;legend;Демидовы славились богатством, подпитывая мифы о кладах.;RT-0009;Павел Демидов;"легенда;архитектура"
SD-0069-RU;False;ru;moscow;Арбат, 53;55.74524;37.59290;Окуджава — голос Арбата;На Арбате, 53, жил и творил Булат Окуджава, чьи песни стали дыханием эпохи. Его гитара звенела в этих стенах, а строки уносили слушателей в мир поэзии. Сегодня тут звучат вечера памяти, храня тепло его души. Пройдись у дома — и услышишь эхо тех тихих аккордов.;;;;fact;Окуджава жил здесь в 1970-х, оставив след в культуре.;RT-0103;Булат Окуджава;"музыка;поэзия"
SD-0070-RU;False;ru;spb;Литейный проспект, 24;59.93912;30.34855;Дом с чертями — страж теней;На Литейном, 24, стоит дом, где демоны на фасаде — не просто украшение. Легенда гласит, что хозяин, масон и мистик, велел высечь их как щит от злых духов. Камни тут хранят шёпот тайн, а ночью, говорят, скульптуры оживают. Загляни сюда в сумерках — не шевельнётся ли тень под взглядом чертей?;;;;legend;Слухи о движущихся фигурах будоражат умы до сих пор.;RT-0012;;"мистика;архитектура"
SD-0071-RU;False;ru;moscow;Парк Горького;55.72953;37.60343;Парк Горького — отражение эпох;Парк Горького, рождённый в 1928 году как «культурный оазис», стал зеркалом советской мечты об отдыхе. Здесь впервые закружились аттракционы и зажглись экраны под звёздами. Его аллеи дышат историей урбанистики. Пройдись вдоль — и вдохни дух тех беспечных дней.;;;;fact;Парк стал первым в СССР местом массового досуга.;RT-0104;;"советская эпоха;архитектура"
QZ-012-RU;True;ru;spb;Соборная площадь Петропавловской крепости;59.95049;30.31676;Каменный первенец;Петропавловская крепость — начало Петербурга, её стены вознеслись первыми.;Кто начертал план этой твердыни, что стала сердцем города?;"Доминико Трезини мастер камня;Карло Росси зодчий парадов;Бартоломео Растрелли барокко гений;Жан-Батист Валлен-Деламот тень изящества";0;fact;Доминико Трезини спроектировал крепость в 1703 году как бастион.;RT-0002;Доминико Трезини;"архитектура;история"
QZ-013-RU;True;ru;moscow;Москва, Красная площадь;55.75393;37.62079;Храм на площади;Красная площадь — сердце Москвы, где стоит древний символ.;Какой храм возвышается над её камнями, пленяя взоры?;"Храм Христа Спасителя белый исполин;Собор Василия Блаженного цветной страж;Архангельский собор тень Кремля;Церковь Илии Пророка скромный гость";1;fact;Собор Василия Блаженного, построенный в 1561 году, — икона России.;RT-0100;;"архитектура;религия"
SD-0201-EN;False;en;spb;Malaya Morskaya Street;59.93338;30.30773;Malaya Morskaya — Where It All Began;Back in the 18th century, Malaya Morskaya popped up near the Admiralty, home to Peter the Great’s shipwrights and blacksmiths. These folks hammered away, crafting vessels that ruled the seas. After the 1736 fire torched the old wooden shacks, sturdy stone houses rose up. Stroll down this lane — you’ll catch a whiff of that old shipyard vibe.;;;;fact;Stone replaced wood after the blaze, giving the street its backbone.;RT-0020;;"history;architecture"
SD-0202-EN;False;en;spb;Malaya Morskaya Street, 13;59.93305;30.30845;Glinka’s Pad at No. 13;In the 1830s, Mikhail Glinka crashed here at No. 13, pouring his soul into “A Life for the Tsar.” This place was buzzing with artists — music and chatter filled the air under candlelight. Glinka’s tunes pretty much kicked off Russian opera right here. Swing by — you might still hear those classy notes lingering.;;;;fact;This house was a hotspot for the creative crowd back in the day.;RT-0020;Mikhail Glinka;"music;culture"
SD-0203-EN;False;en;spb;Malaya Morskaya Street, 9;59.93293;30.30888;Dostoevsky’s Ghostly Hangout;Word on the street is Fyodor Dostoevsky’s ghost still roams around No. 9. He’d crash with a buddy here, soaking up the grim vibes for his dark tales. Locals swear his shadow drifts through the fog. Take a peek at dusk — maybe you’ll spot that brooding figure.;;;;legend;The moody street fueled his wild imagination, they say.;RT-0020;Fyodor Dostoevsky;"mystic;literature"
SD-0204-EN;False;en;spb;Voznesensky Avenue;59.93132;30.30948;Voznesensky — The City’s Blueprint;Born from the ashes of the 1736–1737 fires, Voznesensky Avenue was sketched out by P. M. Yeropkin to shape St. Pete’s grand design. It stretches elegantly from the Admiralty to the Fontanka, tying the city together. Walk this path — it’s like stepping through a master’s vision.;;;;fact;It’s one of the three key rays fanning out from the Admiralty.;RT-0021;;"history;architecture"
SD-0205-EN;False;en;spb;Voznesensky Avenue;59.93099;30.30989;Voznesensky’s Name Game;From 1923 to 1991, this avenue went by Mayorov, tipping its hat to a Civil War hero. In ’91, it slipped back into its old name, Voznesensky, honoring a long-gone church. The stones here hold tales of shifting times. Wander along — wonder what name fits it best.;;;;fact;The original name nods to a church lost to history.;RT-0021;;"toponymy;history"
SD-0201-CN;False;cn;spb;马拉亚·莫尔斯卡亚街;59.93338;30.30773;马拉亚街的初生;这条街在18世纪悄然兴起，属于彼得大帝海军区的家园。木匠和铁匠们在这儿为战舰挥汗如雨，敲打声如鼓点。1736年的大火烧尽木屋后，石头房子拔地而起，坚韧如长城。走在这儿，仿佛能闻到昔日船厂的松香味。;;;;fact;火灾后石头建筑让这条街有了骨气。;RT-0020;;"历史;建筑"
SD-0202-CN;False;cn;spb;马拉亚·莫尔斯卡亚街13号;59.93305;30.30845;格林卡之家（13号）;1830年代，作曲家米哈伊尔·格林卡住在这里，并创作了歌剧《为沙皇而生》。;;;;fact;他常在此举办音乐沙龙，聚集艺术家们。;RT-0020;米哈伊尔·格林卡;"音乐;文化"
SD-0203-CN;False;cn;spb;马拉亚·莫尔斯卡亚街9号;59.93293;30.30888;陀思妥耶夫斯基的幽灵;传说中，著名作家陀思妥耶夫斯基的幽灵曾在此现身。他曾在9号楼朋友家短住。;;;;legend;街道上的阴影里仍传来他的低语。;RT-0020;陀思妥耶夫斯基;"神秘;文学"
SD-0204-CN;False;cn;spb;沃兹涅先斯基大街;59.93132;30.30948;城市结构的骨干：沃兹涅先斯基大街;1736-1737年火灾后，根据耶罗普金的城市规划，这条大街应运而生。;;;;fact;大街连接海军部与丰坦卡河，是城市动脉之一。;RT-0021;;"历史;建筑"
SD-0205-CN;False;cn;spb;沃兹涅先斯基大街;59.93099;30.30989;大街的更名故事;1923年到1991年间，这条街被命名为“马约洛夫街”，纪念一位内战英雄。;;;;fact;1991年恢复原名，纪念失落的升天教堂。;RT-0021;;"地名学;历史"
SD-0064-EN;False;en;moscow;Red Square;55.75393;37.62079;The True Meaning of Red Square;"The name ""Red Square"" doesn't refer to the color or politics, but comes from the old Russian word for ""beautiful"".";;;;fact;Originally, the term was associated with beauty, not communism.;RT-0100;;"toponymy;history"
SD-0065-EN;False;en;moscow;Bolshoi Theatre, Teatralnaya Sq. 1;55.76022;37.61888;Bolshoi Theatre’s Grand Legacy;Opened in 1825, the Bolshoi Theatre is a global symbol of Russian performing arts, built by architect Joseph Bové.;;;;fact;The theatre has survived fires and wars, always rising again in grandeur.;RT-0102;Joseph Bové;"architecture;culture"
SD-0066-EN;False;en;moscow;Tverskaya Street, 25;55.76495;37.60654;Ernest Hemingway in Moscow;In 1959, American writer Ernest Hemingway visited Moscow, engaging with Soviet writers and absorbing the city’s spirit.;;;;fact;Though brief, his visit became a symbol of Cold War cultural curiosity.;RT-0105;Ernest Hemingway;"literature;USA"
SD-0067-EN;False;en;spb;Nevsky Prospect, 28;59.93106;30.34688;The Fashionable Passage of St. Petersburg;Built in the 19th century, this arcade was home to luxury shops and cafés for the Russian elite.;;;;fact;The Passage is considered one of the earliest shopping galleries in Russia.;RT-0008;;"architecture;lifestyle"
SD-0068-EN;False;en;spb;Moika Embankment, 12;59.93745;30.32435;Pushkin’s Final Residence;Alexander Pushkin spent his last days here before the fatal duel in 1837. The house is now a museum.;;;;fact;Pushkin’s room remains preserved, offering a glimpse into his final moments.;RT-0007;Alexander Pushkin;"literature;Russia"
SD-0069-EN;False;en;moscow;Arbat Street, 53;55.74524;37.59290;Cohen’s Arbat Echo;In the ’80s, Leonard Cohen tipped his hat to Arbat Street, calling it a lane of “rhythm and melancholy.” The Canadian poet saw a bittersweet tune in its Soviet soul, blending East and West vibes. Stroll here — you might catch that haunting chord he felt.;;;;legend;Cohen’s words tied Arbat to a universal ache.;RT-0106;Leonard Cohen;"Canada;music"
SD-0070-EN;False;en;spb;Fontanka River Embankment, 14;59.92688;30.34444;British Spies on the Fontanka;Back in the early 20th century, this discreet spot at Fontanka, 14, was a hideout for British spies watching the Empire crumble. Whispers say a secret passage lurks in the cellar, still waiting to spill its tales. Peek around — feel the cloak-and-dagger chill.;;;;legend;Rumors of espionage linger from the Romanovs’ fall.;RT-0006;;"UK;espionage;history"
SD-0071-EN;False;en;moscow;Gorky Park;55.72953;37.60343;Gorky Park — Cold War Spotlight;Gorky Park’s eerie calm caught Martin Cruz Smith’s eye for his thriller “Gorky Park,” turning it into a Western legend. Born in 1928, this Soviet gem of design became more than just a park — it’s a story. Wander its paths — you’ll sense that mysterious pull.;;;;fact;Smith’s 1981 novel made it a global icon.;RT-0104;;"USA;literature;culture"
QZ-012-EN;True;en;spb;Peter and Paul Fortress;59.95049;30.31676;The Fortress Founder;Peter and Paul Fortress laid St. Pete’s first stones — a grand start.;Who sketched this stronghold that kicked off the city?;"Carlo Rossi parade master;Domenico Trezzini stone genius;Rastrelli baroque king;Valen-Delamot elegant shadow";1;fact;Trezzini shaped it in 1703 with slick bastion flair.;RT-0002;Domenico Trezzini;"architecture;history"
QZ-013-EN;True;en;moscow;Red Square;55.75393;37.62079;Red Square’s Gem;Red Square’s got a standout star among its stones.;Which cathedral graces this plaza with timeless charm?;"Cathedral of Christ the Saviour white giant;St. Basil’s Cathedral rainbow guard;Archangel Cathedral Kremlin whisper;Church of Elijah quiet guest";1;fact;St. Basil’s, finished in 1561, is Russia’s dazzling symbol.;RT-0100;;"architecture;religion"
SD-0064-EN;False;en;spb;Malaya Morskaya Street;59.93338;30.30773;Malaya Morskaya’s Roots;Malaya Morskaya sprang up in the 18th century, nestled by the Admiralty where Peter the Great’s craftsmen hammered out his navy. After the 1736 fire cleared the slate, stone houses rose, tough as nails. Walk this stretch — you’ll catch that old shipyard scent.;;;;fact;Stone took over post-fire, giving it grit.;RT-0020;;"history;architecture"
SD-0065-EN;False;en;spb;Malaya Morskaya St. 13;59.93305;30.30845;Glinka’s Haven at No. 13;In the 1830s, Mikhail Glinka set up shop at No. 13, crafting “A Life for the Tsar” amid candlelit jams with artists. His tunes here sparked Russian opera’s fire. Drop by — those classy notes might still hang in the air.;;;;fact;Glinka’s place was a magnet for creative souls.;RT-0020;Mikhail Glinka;"music;culture"
SD-0066-EN;False;en;spb;Malaya Morskaya St. 9;59.93293;30.30888;Dostoevsky’s Shadow;Folks reckon Fyodor Dostoevsky’s ghost drifts around No. 9, where he crashed with a pal, soaking up the street’s dark charm for his tales. Locals say his spirit’s still brooding. Check it out at dusk — maybe you’ll spot that moody figure.;;;;legend;The grim vibe here fed his wild stories.;RT-0020;Fyodor Dostoevsky;"mystic;literature"
SD-0067-EN;False;en;spb;Voznesensky Avenue;59.93132;30.30948;Voznesensky — City’s Spine;After the 1736–37 fires, P. M. Yeropkin dreamed up Voznesensky Avenue to stitch St. Pete together, linking Admiralty to Fontanka. It’s a sleek line in the city’s grand plan. Stroll along — feel the blueprint of a master at work.;;;;fact;It’s one of three rays from the Admiralty’s core.;RT-0021;;"history;architecture"
SD-0068-EN;False;en;spb;Voznesensky Avenue;59.93099;30.30989;Voznesensky’s Name Swap;From 1923 to ’91, Voznesensky went by Mayorov, honoring a Civil War champ, then flipped back to its old title in ’91. These stones have seen names come and go. Wander here — pick your favorite from its past.;;;;fact;Mayorov was a nod to a commissar’s grit.;RT-0021;;"toponymy;history"
SD-0064-CN;False;cn;spb;小海街;59.93338;30.30773;小海街—匠人之乡;18世纪，小海街在海军部旁悄然兴起，住满了为彼得大帝造船的匠人。木屋在1736年火灾中灰飞烟灭，石头房如新生，坚实如山。这街似藏着当年的锤声。走在这儿——仿佛闻到松脂香。;;;;fact;火灾后石头建筑奠定了它的根基。;RT-0020;;"历史;建筑"
SD-0065-CN;False;cn;spb;小海街13号;59.93305;30.30845;13号房—格林卡的乐章;1830年代，作曲家格林卡在这小海街13号孕育了歌剧《为沙皇献身》。烛光摇曳中，他与艺术家们聚会，琴声与笑语交织，点燃灵感。这房子的墙仿佛还留着音符的余韵。走近些——耳边似有旋律低吟。;;;;fact;格林卡在这奠定了俄国音乐的基石。;RT-0020;米哈伊尔·格林卡;"音乐;文化"
SD-0066-CN;False;cn;spb;小海街9号;59.93293;30.30888;陀氏幽影—街头的灵魂;传说小海街9号藏着陀思妥耶夫斯基的幽灵，他曾在此朋友家中短住。街道的阴郁气息渗入他的笔下，化作不朽篇章。有人说，夜雾中仍能听见他的低语。停下脚步——你会否感到一丝神秘?;;;;legend;这街角是他文学灵感的源泉之一。;RT-0020;陀思妥耶夫斯基;"神秘;文学"
SD-0067-CN;False;cn;spb;升天大道;59.93132;30.30948;升天大道—城市之骨;1736-1737年大火后，耶罗普金为重塑圣彼得堡设计了这条升天大道。它如长虹贯城，连接海军部与冯坦卡河，气势不凡。微风中似有昔日匠人的叹息。漫步其上——仿佛触摸城市脉络。;;;;fact;大道是圣彼得堡规划的三大支柱之一。;RT-0021;;"历史;建筑"
SD-0068-CN;False;cn;spb;升天大道;59.93099;30.30989;大道更名—时光印迹;1923至1991年，升天大道改称“马约罗夫大道”，纪念内战中的英魂。1991年，它重拾旧名，寄托对逝去教堂的怀念。街石静默，藏着岁月的故事。走在这儿——你会选哪段历史?;;;;fact;原名是对升天教堂的永恒致敬。;RT-0021;;"地名;历史"
SD-0064-CN;False;cn;moscow;红场（Red Square）;55.75393;37.62079;红场—美丽之名;“红场”的“红”源于古俄语“美丽”，与政治无关，只为赞美其景。它如明珠镶嵌莫斯科，风华绝代。这里的石头诉说古老的优雅。驻足此地——你会感受到它的静美。;;;;fact;“红场”之名在17世纪定型，颂其壮丽。;RT-0100;;"地名;历史"
SD-0065-CN;False;cn;moscow;高尔基公园;55.72953;37.60343;高尔基—苏联绿肺;高尔基公园于1928年建成，是苏联时代文化与休闲的象征。树影婆娑间，它融自然与娱乐为一体，散发独特韵味。这片绿洲见证了城市的变迁。漫步其中——仿佛听见当年的欢声。;;;;fact;公园首创了莫斯科的现代化休闲模式。;RT-0104;;"建筑;文化"
